Text#, Origin_Text, Adversarial_Text, Origin_Mean, Origin_std, NoiseCoeff, SNR(db), Corr_O_A, Corr_O_R, Corr_A_R, ConsistentByText, ConsistentByCorr_A_R, 
964, Each of these stoppages was made at a doleful grating by which any languishing good airs that were left uncorrupted, eat of these thought it is was made at the doleful grating by which any land was in good airs that were left unthroughougtit,  0.00,  0.14, 610, 55.71,  0.999999, -0.02, -0.02, 0, 0, 
965, seemed to escape and all spoilt and sickly vapours seemed to crawl in, seemed to escape and all coiled and singly vapor seemed to call in, -0.00,  0.14, 610, 55.73,  0.999999,  0.07,  0.07, 0, 0, 
966, Through the rusted bars tastes rather than glimpses were caught of the jumbled neighbourhood, who the rusty bars tastes rather than glimpses were caught of the gentle negor,  0.00,  0.14, 610, 55.68,  0.999999,  0.02,  0.02, 0, 0, 
967, and nothing within range nearer or lower than the summits of the two great towers of Notre Dame, and nothing within range nearer or lower than the summits of the two great towers of note for dame,  0.00,  0.16, 610, 55.70,  0.999999,  0.02,  0.02, 0, 0, 
968, had any promise on it of healthy life or wholesome aspirations, had any promise on the healthy life or holes the mespurations,  0.00,  0.15, 610, 55.73,  0.999999, -0.00, -0.00, 0, 0, 
969, At last the top of the staircase was gained and they stopped for the third time, at last the top of the staircase was a game and they stopped for the third time, -0.00,  0.12, 350, 50.90,  0.999996,  0.02,  0.02, 0, 0, 
970, There was yet an upper staircase of a steeper inclination and of contracted dimensions, there was the other upper staircase of a steeper and carnation and the contracted dimensions, -0.00,  0.14, 610, 55.71,  0.999999,  0.01,  0.01, 0, 0, 
971, to be ascended before the garret story was reached, to be ascended before the garret story were reached, -0.00,  0.14, 610, 55.70,  0.999999, -0.02, -0.02, 0, 0, 
972, The keeper of the wine shop always going a little in advance and always going on the side, the heart the wine shop always be ling a little in the fence and always be led on the side,  0.00,  0.16, 610, 55.71,  0.999999, -0.00, -0.00, 0, 0, 
973, which Mr Lorry took as though he dreaded to be asked any question by the young lady turned himself about here, with mister lorry took as though he dreaded to be asked any question by the young lady turned himself about here,  0.00,  0.15, 610, 55.71,  0.999999,  0.02,  0.02, 0, 0, 
974, and carefully feeling in the pockets of the coat he carried over his shoulder took out a key, and carefully feeling in the pockets of the coat he carried over his shoulder though about a,  0.00,  0.14, 610, 55.72,  0.999999,  0.00,  0.00, 0, 0, 
975, The door is locked then my friend said Mr Lorry, the door is love they might rend said mister lorry, -0.00,  0.16, 610, 55.70,  0.999999, -0.02, -0.02, 0, 0, 
976, was the grim reply of Monsieur Defarge, we as the green reply of miss yeardefarge, -0.00,  0.14, 610, 55.75,  0.999999,  0.03,  0.03, 0, 0, 
977, You think it necessary to keep the unfortunate gentleman so retired, you think it necessary to keep the unfortunate implements of retired, -0.00,  0.14, 50, 33.94,  0.999798, -0.02, -0.02, 0, 0, 
978, I think it necessary to turn the key Monsieur Defarge whispered it closer in his ear and frowned heavily, i think it necessary to turn the key massyeardefaretoisperdedcloser and his ear and frowned heavily,  0.00,  0.15, 610, 55.73,  0.999999, -0.02, -0.02, 0, 0, 
979, Because he has lived so long locked up, because he has lived so long love up,  0.00,  0.14, 610, 55.68,  0.999999,  0.02,  0.02, 0, 0, 
980, that he would be frightened rave tear himself to pieces die come to I know not what harm if his door was left open, that he would be frightened rave tear himself to pieces by come though i know not what harm if his door was left open,  0.00,  0.14, 610, 55.71,  0.999999, -0.09, -0.09, 0, 0, 
981, Is it possible exclaimed Mr Lorry, is it possible explained mister lory,  0.00,  0.15, 610, 55.74,  0.999999,  0.15,  0.15, 0, 0, 
982, Is it possible repeated Defarge bitterly, is a possible repeated defarge bitterly,  0.00,  0.14, 50, 33.93,  0.999798,  0.03,  0.03, 0, 0, 
983, Let us go on, let us to a, -0.00,  0.13, 30, 29.54,  0.999444,  0.01,  0.01, 0, 0, 
984, This dialogue had been held in so very low a whisper, this dialog had been held in so very little whisper,  0.00,  0.15, 610, 55.72,  0.999999,  0.21,  0.21, 0, 0, 
985, that not a word of it had reached the young lady's ears, that not a word of the enriched the young ladies ears,  0.00,  0.14, 50, 33.94,  0.999798, -0.02, -0.02, 0, 0, 
986, But by this time she trembled under such strong emotion, by five this time she trembled under such strong emotions,  0.00,  0.14, 70, 36.88,  0.999898,  0.00,  0.00, 0, 0, 
987, and her face expressed such deep anxiety, and her face expressed such the thing yet, -0.00,  0.13, 610, 55.74,  0.999999, -0.00, -0.00, 0, 0, 
988, and above all such dread and terror, and above all such dread i am terro,  0.00,  0.14, 610, 55.70,  0.999999, -0.03, -0.03, 0, 0, 
989, that Mr Lorry felt it incumbent on him to speak a word or two of reassurance, tafnesstellorifelted comment on jim to speak a word or two of reassurance,  0.00,  0.15, 30, 29.56,  0.999447,  0.01,  0.01, 0, 0, 
990, Courage dear miss Courage Business The worst will be over in a moment, current the er miss current business the worst will be over in the moment,  0.00,  0.15, 610, 55.69,  0.999999,  0.00,  0.00, 0, 0, 
991, it is but passing the room door and the worst is over, it is a passing the room door and the worst is over, -0.00,  0.14, 610, 55.66,  0.999999, -0.03, -0.03, 0, 0, 
992, Then all the good you bring to him, then all the good you brings to him,  0.00,  0.14, 550, 54.81,  0.999998,  0.02,  0.02, 0, 0, 
993, all the relief all the happiness you bring to him, all the relief all the half enusyoubringstohim,  0.00,  0.15, 30, 29.52,  0.999441,  0.04,  0.04, 0, 0, 
994, begin Let our good friend here assist you on that side, then let our good friend here assist you in that sight,  0.00,  0.14, 610, 55.71,  0.999999,  0.04,  0.04, 0, 0, 
995, they came all at once in sight of three men whose heads were bent down close together at the side of a door, they came all at once inside of three men whose heads were bent down close together at the side of the door, -0.00,  0.15, 610, 55.74,  0.999999,  0.02,  0.02, 0, 0, 
996, and who were intently looking into the room to which the door belonged through some chinks or holes in the wall, and who were intently looking into the room to which the door of the land through some chinks or holes in the wall, -0.00,  0.16, 170, 44.61,  0.999983, -0.00, -0.00, 0, 0, 
997, On hearing footsteps close at hand these three turned and rose, on hearing footsteps close at hand is three turned and rose,  0.00,  0.14, 610, 55.71,  0.999999, -0.09, -0.09, 0, 0, 
998, and showed themselves to be the three of one name who had been drinking in the wine shop, and so themselves to be the three of our name to have been drinking in the wine shop, -0.00,  0.15, 610, 55.68,  0.999999, -0.08, -0.08, 0, 0, 
999, I forgot them in the surprise of your visit explained Monsieur Defarge, i forgot them in this surprise of your visit explained miss er defarge,  0.00,  0.14, 610, 55.69,  0.999999,  0.07,  0.07, 0, 0, 
1000, Leave us good boys we have business here, leave us the voice we have business here,  0.00,  0.14, 50, 34.01,  0.999802, -0.01, -0.01, 0, 0, 
1001, The three glided by and went silently down, the three lighted by and went silently down, -0.00,  0.14, 390, 51.83,  0.999997, -0.01, -0.01, 0, 0, 
1002, There appearing to be no other door on that floor, there fearing to be no other door on that floor, -0.00,  0.16, 610, 55.67,  0.999999,  0.02,  0.02, 0, 0, 
1003, and the keeper of the wine shop going straight to this one when they were left alone, and the keeper of the wine shop the line straight to this wind when they were left alone,  0.00,  0.15, 610, 55.69,  0.999999, -0.02, -0.02, 0, 0, 
1004, Mr Lorry asked him in a whisper with a little anger, mister lorry asked him in a whispering with a little anger, -0.00,  0.15, 190, 45.55,  0.999986, -0.01, -0.01, 0, 0, 
1005, Do you make a show of Monsieur Manette, do you make a sill of miss er minette,  0.00,  0.15, 610, 55.77,  0.999999, -0.05, -0.05, 0, 0, 
1006, I show him in the way you have seen to a chosen few, i sell him in the way you have seen to a tosenfeew, -0.00,  0.15, 610, 55.69,  0.999999, -0.02, -0.02, 0, 0, 
1007, Is that well I_ think it is well, is that well i understood thing it is well, -0.00,  0.14, 610, 55.74,  0.999999, -0.02, -0.02, 0, 0, 
1008, Who are the few How do you choose them I choose them as real men, are the few hale you to them i choose the as real man,  0.00,  0.15, 610, 55.69,  0.999999,  0.01,  0.01, 0, 0, 
1009, With an admonitory gesture to keep them back, with an admonitory gesture of the keep them back, -0.00,  0.14, 610, 55.67,  0.999999,  0.04,  0.04, 0, 0, 
1010, he stooped and looked in through the crevice in the wall, he stood and went in through the crevice in the wall, -0.00,  0.14, 610, 55.71,  0.999999,  0.01,  0.01, 0, 0, 
1011, Soon raising his head again he struck twice or thrice upon the door evidently with no other object than to make a noise there, soon raising his head again he struts wife or thrice upon the door of the tent i with no other object than to make a noise there, -0.00,  0.15, 610, 55.68,  0.999999, -0.01, -0.01, 0, 0, 
1012, With the same intention he drew the key across it, with the same intention he threw the tea across it, -0.00,  0.14, 610, 55.69,  0.999999, -0.09, -0.09, 0, 0, 
1013, three or four times before he put it clumsily into the lock and turned it as heavily as he could, three or four times before he could it clumsily into the lock and turned it as heavily as he,  0.00,  0.15, 610, 55.75,  0.999999,  0.05,  0.05, 0, 0, 
1014, The door slowly opened inward under his hand and he looked into the room and said something, the door slowly opened in where under his hand and he looked into the room and said something, -0.00,  0.15, 610, 55.73,  0.999999, -0.04, -0.04, 0, 0, 
1015, A faint voice answered something, a faintfuliceenswersomething,  0.00,  0.13, 590, 55.39,  0.999999,  0.03,  0.03, 0, 0, 
1016, Little more than a single syllable could have been spoken on either side, little more than a single syllable to have been spoken on either side, -0.00,  0.14, 130, 42.29,  0.999971,  0.01,  0.01, 0, 0, 
1017, He looked back over his shoulder, he would better for his shoulder, -0.00,  0.14, 610, 55.65,  0.999999, -0.01, -0.01, 0, 0, 
1018, and beckoned them to enter Mr Lorry got his arm securely round the daughter's waist, and beckoned them to enter mister lorry though his arms a rally round the daughter's la,  0.00,  0.16, 610, 55.69,  0.999999,  0.01,  0.01, 0, 0, 
1019, and held her for he felt that she was sinking, and held her for he felt that she would a sinking,  0.00,  0.13, 150, 43.52,  0.999978,  0.05,  0.05, 0, 0, 
1020, he urged with a moisture that was not of business shining on his cheek, he herds with the moister it was not a business signing on his tee, -0.00,  0.14, 610, 55.70,  0.999999, -0.04, -0.04, 0, 0, 
1021, Come in come in I am afraid of it, come in come in i am a rate of i,  0.00,  0.14, 250, 47.96,  0.999992, -0.04, -0.04, 0, 0, 
1022, she answered shuddering, she answered shattering,  0.00,  0.14, 490, 53.83,  0.999998,  0.20,  0.20, 0, 0, 
1023, Rendered in a manner desperate by her state and by the beckoning of their conductor, render in a manner desperate by her state and by the beckoning of their conductor, -0.00,  0.14, 90, 39.10,  0.999938,  0.09,  0.09, 0, 0, 
1024, he drew over his neck the arm that shook upon his shoulder lifted her a little and hurried her into the room, he threw over his map the arm that shot the pon his shoulder lifted her a little and hurried her into the room,  0.00,  0.15, 610, 55.74,  0.999999, -0.04, -0.04, 0, 0, 
1025, He sat her down just within the door and held her, he said for down just within the door and held her,  0.00,  0.14, 170, 44.62,  0.999983,  0.05,  0.05, 0, 0, 
1026, clinging to him Defarge drew out the key closed the door, clinging to him defargetrouloundtheteaclose tha do or,  0.00,  0.14, 610, 55.71,  0.999999, -0.01, -0.01, 0, 0, 
