Text#, Origin_Text, Adversarial_Text, Origin_Mean, Origin_std, NoiseCoeff, L1NormNoise, L2NormNoise, LInfNormNoise, SNR(db),Corr_O_A, Corr_O_R, Corr_A_R, ConsistentByText, ConsistentByCorr_A_R, 
966, Through the rusted bars tastes rather than glimpses were caught of the jumbled neighbourhood, who the rusty bars tastes rather than glimpses were caught of the gentle negor,  0.00,  0.14, 610, 12.934295,  0.060633,  0.000933, 55.73,  0.999999,  0.02,  0.02, 0, 0, 
967, and nothing within range nearer or lower than the summits of the two great towers of Notre Dame, and nothing within range nearer or lower than the summits of the two great towers of note for dame,  0.00,  0.16, 610, 16.878345,  0.073572,  0.001208, 55.69,  0.999999,  0.02,  0.02, 0, 0, 
968, had any promise on it of healthy life or wholesome aspirations, had any promise on to the healthy life or holes the mespurations,  0.00,  0.15, 610, 12.170797,  0.060976,  0.001048, 55.73,  0.999999, -0.05, -0.05, 0, 0, 
969, At last the top of the staircase was gained and they stopped for the third time, at last the top of the staircase we came and they stopped for the third time, -0.00,  0.12, 230, 29.731578,  0.142282,  0.002310, 47.22,  0.999991, -0.00, -0.00, 0, 0, 
970, There was yet an upper staircase of a steeper inclination and of contracted dimensions, there was the other upper staircase of a steeper in formation and the contracted dimensions, -0.00,  0.14, 610, 14.202464,  0.063178,  0.000986, 55.74,  0.999999, -0.06, -0.06, 0, 0, 
971, to be ascended before the garret story was reached, to be ascended before the garret story were reached, -0.00,  0.14, 490, 10.804150,  0.061843,  0.001165, 53.84,  0.999998, -0.02, -0.02, 0, 0, 
972, The keeper of the wine shop always going a little in advance and always going on the side, the heart the wine shop always be ling a little in the fence and always be led on the side,  0.00,  0.16, 610, 15.657996,  0.070694,  0.001205, 55.72,  0.999999, -0.00, -0.00, 0, 0, 
973, which Mr Lorry took as though he dreaded to be asked any question by the young lady turned himself about here, with mister lorry took as though he dreaded to be asked any question by the young lady turned himself about here,  0.00,  0.15, 610, 18.773324,  0.075507,  0.001106, 55.69,  0.999999,  0.02,  0.02, 0, 0, 
974, and carefully feeling in the pockets of the coat he carried over his shoulder took out a key, and carefully feeling in the pockets of the coat he carried over his shoulder though about a,  0.00,  0.14, 610, 14.741143,  0.065501,  0.001106, 55.74,  0.999999,  0.00,  0.00, 0, 0, 
975, The door is locked then my friend said Mr Lorry, the door is love they might run said mister lorry, -0.00,  0.16, 610,  9.353261,  0.054820,  0.001221, 55.74,  0.999999,  0.08,  0.08, 0, 0, 
976, was the grim reply of Monsieur Defarge, what is the greenwerclieofmissyeardefarge, -0.00,  0.14, 610,  7.794385,  0.047845,  0.001049, 55.68,  0.999999, -0.09, -0.09, 0, 0, 
977, You think it necessary to keep the unfortunate gentleman so retired, you think it necessary to keep the unfortunate semtlementsoretired, -0.00,  0.14, 70, 105.485953,  0.514021,  0.009459, 36.91,  0.999898, -0.04, -0.04, 0, 0, 
978, I think it necessary to turn the key Monsieur Defarge whispered it closer in his ear and frowned heavily, i think it necessary to turn the key massyeardefaretowisperdedcloserand his ear and frowned heavily,  0.00,  0.15, 610, 17.578245,  0.072560,  0.001150, 55.70,  0.999999, -0.01, -0.01, 0, 0, 
979, Because he has lived so long locked up, because he has lived so long love up,  0.00,  0.14, 610,  7.145459,  0.044735,  0.000953, 55.75,  0.999999,  0.02,  0.02, 0, 0, 
980, that he would be frightened rave tear himself to pieces die come to I know not what harm if his door was left open, that he would be frightened rave tear himself to pieces by come though i know not what harm if his door was left open,  0.00,  0.14, 610, 19.321930,  0.074517,  0.001010, 55.70,  0.999999, -0.09, -0.09, 0, 0, 
981, Is it possible exclaimed Mr Lorry, is it possible explained mister lory,  0.00,  0.15, 610,  7.874548,  0.049248,  0.001033, 55.73,  0.999999,  0.15,  0.15, 0, 0, 
982, Is it possible repeated Defarge bitterly, is a possible repeated defarge bitterly,  0.00,  0.14, 50, 88.928221,  0.558237,  0.015224, 34.00,  0.999801,  0.03,  0.03, 0, 0, 
983, Let us go on, let a fullan, -0.00,  0.13, 10, 198.050084,  1.804083,  0.057448, 19.99,  0.995018,  0.02,  0.02, 0, 0, 
984, This dialogue had been held in so very low a whisper, this dialog had been held in so very little whisper,  0.00,  0.15, 610,  9.726948,  0.055339,  0.001091, 55.70,  0.999999,  0.21,  0.21, 0, 0, 
985, that not a word of it had reached the young lady's ears, that not a word of the hare the young ladies here,  0.00,  0.14, 30, 185.207279,  1.056635,  0.020534, 29.53,  0.999443, -0.01, -0.01, 0, 0, 
986, But by this time she trembled under such strong emotion, but five this time she trembled under so strong in motion,  0.00,  0.14, 50, 124.494844,  0.662249,  0.011495, 33.99,  0.999800, -0.03, -0.03, 0, 0, 
987, and her face expressed such deep anxiety, and her face expressed such the anxiety, -0.00,  0.13, 610,  7.361578,  0.043836,  0.000945, 55.69,  0.999999,  0.01,  0.01, 0, 0, 
988, and above all such dread and terror, and by all such dread i am terror,  0.00,  0.14, 610,  6.184486,  0.042044,  0.000925, 55.71,  0.999999, -0.01, -0.01, 0, 0, 
989, that Mr Lorry felt it incumbent on him to speak a word or two of reassurance, tafnessterloryfeltedincompentongimtospeakawordortolireosurance,  0.00,  0.15, 30, 298.285281,  1.367392,  0.020520, 29.57,  0.999448,  0.02,  0.02, 0, 0, 
990, Courage dear miss Courage Business The worst will be over in a moment, current the er miss current business the worst will be over in the moment,  0.00,  0.15, 610, 11.378150,  0.059081,  0.001003, 55.74,  0.999999,  0.00,  0.00, 0, 0, 
991, it is but passing the room door and the worst is over, it is a passing the room door and the worst is over, -0.00,  0.14, 610,  8.986405,  0.051289,  0.000986, 55.77,  0.999999, -0.03, -0.03, 0, 0, 
992, Then all the good you bring to him, then all the good you brings to him,  0.00,  0.14, 590,  5.510299,  0.040796,  0.001075, 55.40,  0.999999,  0.02,  0.02, 0, 0, 
993, all the relief all the happiness you bring to him, all the relief all the half eneseraingstohim,  0.00,  0.15, 30, 166.661387,  1.020080,  0.022635, 29.47,  0.999436, -0.00, -0.00, 0, 0, 
994, begin Let our good friend here assist you on that side, then let our good friend here assist you on that side,  0.00,  0.14, 610,  9.161907,  0.051070,  0.000925, 55.74,  0.999999, -0.05, -0.05, 0, 0, 
995, they came all at once in sight of three men whose heads were bent down close together at the side of a door, they came all at once inside of three men whose heads were bent down close together at the side of the door, -0.00,  0.15, 610, 17.168046,  0.072184,  0.001098, 55.71,  0.999999,  0.02,  0.02, 0, 0, 
996, and who were intently looking into the room to which the door belonged through some chinks or holes in the wall, and who were intently looking into the room to which the door of the land through some chinks or holes in the wall, -0.00,  0.16, 230, 46.793151,  0.199903,  0.003249, 47.25,  0.999991, -0.00, -0.00, 0, 0, 
997, On hearing footsteps close at hand these three turned and rose, on hearing footsteps close at hand is three turned and rose,  0.00,  0.14, 610, 10.936845,  0.056792,  0.000989, 55.72,  0.999999, -0.09, -0.09, 0, 0, 
998, and showed themselves to be the three of one name who had been drinking in the wine shop, and so themselves to be the three of our name to have been drinking in the wine shop, -0.00,  0.15, 610, 13.111908,  0.062792,  0.001066, 55.69,  0.999999, -0.08, -0.08, 0, 0, 
999, I forgot them in the surprise of your visit explained Monsieur Defarge, i forgot them in the surprise of your visit explained miss er defarge,  0.00,  0.14, 610, 11.597837,  0.057416,  0.001027, 55.71,  0.999999,  0.02,  0.02, 0, 0, 
1000, Leave us good boys we have business here, leave us the voice we have business here,  0.00,  0.14, 70, 54.809332,  0.364149,  0.007723, 36.92,  0.999898, -0.01, -0.01, 0, 0, 
1001, The three glided by and went silently down, the three lighted by and went silently down, -0.00,  0.14, 410, 12.154471,  0.073196,  0.001598, 52.30,  0.999997, -0.01, -0.01, 0, 0, 
1002, There appearing to be no other door on that floor, there fearing to be no other door on that floor, -0.00,  0.16, 610,  9.520898,  0.056350,  0.001086, 55.73,  0.999999,  0.02,  0.02, 0, 0, 
1003, and the keeper of the wine shop going straight to this one when they were left alone, and the keeper of the wine shop the line straight to this wind when they were left alone,  0.00,  0.15, 610, 13.964271,  0.065576,  0.001085, 55.68,  0.999999, -0.02, -0.02, 0, 0, 
1004, Mr Lorry asked him in a whisper with a little anger, mister lorry asked him in a whispering with a little anger, -0.00,  0.15, 210, 28.092795,  0.159609,  0.003314, 46.49,  0.999989, -0.01, -0.01, 0, 0, 
1005, Do you make a show of Monsieur Manette, do you make a sill of miss er minette,  0.00,  0.15, 610,  7.196015,  0.047909,  0.001091, 55.67,  0.999999, -0.05, -0.05, 0, 0, 
1006, I show him in the way you have seen to a chosen few, i felt him in the way you have seen to a tosenfeew, -0.00,  0.15, 610,  8.667904,  0.051616,  0.001094, 55.75,  0.999999, -0.05, -0.05, 0, 0, 
1007, Is that well I_ think it is well, is that well i understood thing it is well, -0.00,  0.14, 610,  7.820084,  0.048065,  0.000976, 55.72,  0.999999, -0.02, -0.02, 0, 0, 
1008, Who are the few How do you choose them I choose them as real men, are the few hale you to them i choose the as real man,  0.00,  0.15, 610, 11.530540,  0.059565,  0.001043, 55.75,  0.999999,  0.01,  0.01, 0, 0, 
1009, With an admonitory gesture to keep them back, with an admonitory gesture of the keep them back, -0.00,  0.14, 610,  7.737520,  0.046649,  0.000884, 55.73,  0.999999,  0.04,  0.04, 0, 0, 
1010, he stooped and looked in through the crevice in the wall, he stood and not in through the crevice in the wall, -0.00,  0.14, 610,  7.757758,  0.046860,  0.001002, 55.69,  0.999999,  0.03,  0.03, 0, 0, 
1011, Soon raising his head again he struck twice or thrice upon the door evidently with no other object than to make a noise there, soon raising his head again he struts wife or thrice upon the door of the tent i with no other object than to make a noise there, -0.00,  0.15, 610, 20.695421,  0.078686,  0.001050, 55.71,  0.999999, -0.01, -0.01, 0, 0, 
1012, With the same intention he drew the key across it, with the same intention he threw the tea across it, -0.00,  0.14, 610,  8.123875,  0.047705,  0.000989, 55.71,  0.999999, -0.09, -0.09, 0, 0, 
1013, three or four times before he put it clumsily into the lock and turned it as heavily as he could, three or four times before he could it clumsily into the lock and turned it as heavily as he,  0.00,  0.15, 610, 15.626196,  0.068665,  0.000989, 55.70,  0.999999,  0.05,  0.05, 0, 0, 
1014, The door slowly opened inward under his hand and he looked into the room and said something, the door slowly opened in where under his hand and he looked into the room and said something, -0.00,  0.15, 610, 15.661190,  0.069848,  0.001022, 55.74,  0.999999, -0.04, -0.04, 0, 0, 
1015, A faint voice answered something, a faintfuliceenswersomething,  0.00,  0.13, 610,  5.479444,  0.037741,  0.000822, 55.71,  0.999999,  0.03,  0.03, 0, 0, 
1016, Little more than a single syllable could have been spoken on either side, little more than a single syllable to have been spoken on either side, -0.00,  0.14, 190, 35.330672,  0.182164,  0.003366, 45.61,  0.999986,  0.01,  0.01, 0, 0, 
1017, He looked back over his shoulder, he would better for his shoulder, -0.00,  0.14, 610,  5.584563,  0.039362,  0.000900, 55.70,  0.999999, -0.01, -0.01, 0, 0, 
1018, and beckoned them to enter Mr Lorry got his arm securely round the daughter's waist, and beckoned them to enter mister lorry though his arms a pearly round the daughter's la,  0.00,  0.16, 610, 15.513234,  0.070489,  0.001127, 55.70,  0.999999, -0.01, -0.01, 0, 0, 
1019, and held her for he felt that she was sinking, and held her for he felt that she would a sinking,  0.00,  0.13, 130, 35.878802,  0.214472,  0.004287, 42.33,  0.999971,  0.05,  0.05, 0, 0, 
1020, he urged with a moisture that was not of business shining on his cheek, he herds with the moister it was not a business signing on his te, -0.00,  0.14, 610, 11.421582,  0.056596,  0.000987, 55.73,  0.999999, -0.01, -0.01, 0, 0, 
1021, Come in come in I am afraid of it, come in come in i am a rate of i,  0.00,  0.14, 190, 18.477912,  0.131765,  0.002900, 45.58,  0.999986, -0.04, -0.04, 0, 0, 
1022, she answered shuddering, she answered shattering,  0.00,  0.14, 550,  4.951406,  0.039495,  0.001080, 54.85,  0.999998,  0.20,  0.20, 0, 0, 
1023, Rendered in a manner desperate by her state and by the beckoning of their conductor, rendered in a manner desperate by her state and five the beckoning of their conductor, -0.00,  0.14, 70, 108.925591,  0.530151,  0.009059, 36.88,  0.999898, -0.01, -0.01, 0, 0, 
1024, he drew over his neck the arm that shook upon his shoulder lifted her a little and hurried her into the room, he threw over his map the arm that shot the con his shoulder lifted her a little and hurried her into the room,  0.00,  0.15, 610, 18.142229,  0.075264,  0.001219, 55.71,  0.999999,  0.12,  0.12, 0, 0, 
1025, He sat her down just within the door and held her, he said for down just within the door and held her,  0.00,  0.14, 190, 25.002481,  0.150380,  0.002972, 45.58,  0.999986,  0.05,  0.05, 0, 0, 
1026, clinging to him Defarge drew out the key closed the door, clinging to him defargetrouloundtheteaclose oor,  0.00,  0.14, 610,  8.971895,  0.050810,  0.001042, 55.76,  0.999999,  0.11,  0.11, 0, 0, 
1027, locked it on the inside took out the key again and held it in his hand, love is on the inside to about the key again and held it in his hand,  0.00,  0.14, 610, 10.878192,  0.056105,  0.001090, 55.69,  0.999999, -0.08, -0.08, 0, 0, 
